ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,BaseFreightCost,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus
SHP-0008496,PO-SYN-0005491,WH-41,MSC Logistics,Air Freight,2025-04-20,2025-05-05,2025-05-03,$6717.69,872.68,USD,Delivered
SHP-0008497,PO-SYN-0009524,WH-11,DHL Express,Air Freight,2024-08-09,2024-08-24,N/A,5754.05,1071.72,USD,DELAYED_WEATHER
SHP-0008498,PO-SYN-0016843,WH-41,DHL,Air Freight,2026-05-27,2026-06-11,N/A,FREE,259.66,USD,PORT_CUSTOMS_HOLD
SHP-0008499,PO-SYN-0018736,WH-30,Fed-Ex,Road Transport,2024-03-23,2024-04-07,N/A,6691.49,813.72,USD,SCHEDULED
SHP-0008500,PO-SYN-0008127,WH-12,DB Schenker,Air Freight,2025-09-01,2025-09-16,2025-08-27,,5188.41,USD,DELIVERED
SHP-0008501,PO-SYN-0016713,WH-26,MAERSK,AIR,2025-03-17,2025-04-01,N/A,21072.76,6234.76,USD,DELAYED_WEATHER
SHP-0008502,PO-SYN-0001198,WH-38,Fed-Ex,Road Transport,2025-03-06,2025-03-21,2025-03-31,1012.72,128.73,USD,DELIVERED
SHP-0008503,PO-SYN-0014678,WH-36,DHL,Road Transport,2025-09-12,2025-09-27,2025-09-15,2883.02,579.25,USD,DELIVERED
SHP-0008504,PO-SYN-0016393,WH-19,DHL Express,Road Transport,2025-08-24,2025-09-08,N/A,$15054.08,3215.43,USD,SCHEDULED
SHP-0008505,PO-SYN-0016023,WH-18,FEDEX EXPRESS,AIR,2025-08-22,2025-09-06,2025-09-13,21149.08,6449.14,USD,DELIVERED
SHP-0008506,PO-SYN-0000893,WH-36,DHL,AIR,2025-07-21,2025-08-05,2025-08-14,7055.46,2022.04,USD,Delivered
SHP-0008507,PO-SYN-0000805,WH-01,DHL Express,Truck,2024-09-12,2024-09-27,N/A,9168.86,2819.82,USD,IN_TRANSIT
SHP-0008508,PO-SYN-0001598,WH-21,Maersk Line,Ocean,2024-09-22,2024-10-07,2024-10-16,9168.32,2319.52,USD,DELIVERED
SHP-0008509,PO-SYN-0008857,WH-40,Fed-Ex,AIR,2025-01-21,2025-02-05,2025-03-02,5615.45,879.36,USD,DELIVERED
SHP-0008510,PO-SYN-0013652,WH-10,MSC Logistics,Truck,2024-09-10,2024-09-25,N/A,14828.99,1850.04,USD,DELAYED_WEATHER
SHP-0008511,PO-SYN-0016408,WH-09,FedEx,Ocean,2024-07-12,2024-07-27,N/A,5369.06,1058.15,USD,DELAYED_WEATHER
SHP-0008512,PO-SYN-0019006,WH-09,FEDEX EXPRESS,Road Transport,2025-06-20,2025-07-05,N/A,$13975.0,2911.36,USD,SCHEDULED
SHP-0008513,PO-SYN-0000576,WH-30,FedEx,Truck,2026-04-01,2026-04-16,N/A,14116.19,4487.55,USD,IN_TRANSIT
SHP-0008514,PO-SYN-0015988,WH-42,Fed-Ex,AIR,2025-12-20,2026-01-04,N/A,1644.9,476.57,USD,DELAYED_WEATHER
SHP-0008515,PO-SYN-0001285,WH-07,Maersk Line,Truck,2025-02-17,2025-03-04,N/A,890.3,263.45,USD,SCHEDULED
SHP-0008516,PO-SYN-0014384,WH-01,MSC Logistics,Air Freight,2026-01-06,2026-01-21,2026-02-03,2069.86,538.37,USD,DELIVERED
SHP-0008517,PO-SYN-0016798,WH-04,MSC Logistics,Air Freight,2025-08-18,2025-09-02,N/A,10635.91,3173.11,USD,SCHEDULED
SHP-0008518,PO-SYN-0019603,WH-42,DHL Express,AIR,2024-03-08,2024-03-23,2024-04-02,21051.79,7023.89,USD,DELIVERED
SHP-0008519,PO-SYN-0004418,WH-36,MAERSK,Truck,2024-10-10,2024-10-25,N/A,11638.14,2856.59,USD,IN_TRANSIT
SHP-0008520,PO-SYN-0001289,WH-24,Maersk Line,Road Transport,2024-02-16,2024-03-02,2024-03-08,$12261.89,4102.11,USD,Delivered
SHP-0008521,PO-SYN-0014157,WH-07,FEDEX EXPRESS,Ocean Freight,2025-01-31,2025-02-15,N/A,5163.87,1355.89,USD,SCHEDULED
SHP-0008522,PO-SYN-0006491,WH-04,MSC Logistics,AIR,2024-11-08,2024-11-23,N/A,18957.61,4687.25,USD,DELAYED_WEATHER
SHP-0008523,PO-SYN-0014090,WH-05,DHL Express,Ocean,2024-07-02,2024-07-17,2024-07-27,21844.04,4400.31,USD,DELIVERED
SHP-0008524,PO-SYN-0015995,WH-31,FEDEX EXPRESS,Air Freight,2026-05-26,2026-06-10,2026-06-16,3845.3,589.34,USD,Delivered
SHP-0008525,PO-SYN-0008904,WH-27,DHL,Road Transport,2025-08-03,2025-08-18,N/A,21420.0,4131.27,USD,IN_TRANSIT
SHP-0008526,PO-SYN-0013703,WH-21,Fed-Ex,Road Transport,2025-06-05,2025-06-20,2025-07-07,FREE,1505.77,USD,Delivered
SHP-0008527,PO-SYN-0017844,WH-16,MSC Logistics,Ocean Freight,2025-06-23,2025-07-08,N/A,7955.63,1483.4,USD,DELAYED_WEATHER
SHP-0008528,PO-SYN-0019918,WH-32,FedEx,Ocean Freight,2026-04-12,2026-04-27,2026-04-28,$1606.06,409.65,USD,Delivered
SHP-0008529,PO-SYN-0004451,WH-48,DB Schenker,Ocean Freight,2025-02-15,2025-03-02,2025-03-16,24492.49,3238.87,USD,Delivered
SHP-0008530,PO-SYN-0014496,WH-35,MAERSK,AIR,2026-03-10,2026-03-25,N/A,2119.47,484.98,USD,PORT_CUSTOMS_HOLD
SHP-0008531,PO-SYN-0016875,WH-26,MSC Logistics,Air Freight,2025-10-23,2025-11-07,N/A,786.38,253.19,USD,IN_TRANSIT
SHP-0008532,PO-SYN-0011385,WH-04,DHL Express,Truck,2025-12-03,2025-12-18,N/A,7831.21,1737.36,USD,SCHEDULED
SHP-0008533,PO-SYN-0015595,WH-05,MSC Logistics,Ocean,2025-08-06,2025-08-21,N/A,17223.17,2572.05,USD,IN_TRANSIT
SHP-0008534,PO-SYN-0002408,WH-43,DHL Express,AIR,2024-10-09,2024-10-24,2024-10-22,2421.01,537.2,USD,DELIVERED
SHP-0008535,PO-SYN-0016691,WH-09,FedEx,Ocean Freight,2024-11-20,2024-12-05,2024-12-13,5882.41,1570.49,USD,DELIVERED
SHP-0008536,PO-SYN-0014284,WH-06,Maersk Line,Ocean,2025-03-24,2025-04-08,2025-03-27,$6261.36,1412.85,USD,Delivered
SHP-0008537,PO-SYN-0018073,WH-38,DHL,AIR,2024-02-05,2024-02-20,2024-02-14,2477.58,359.14,USD,Delivered
SHP-0008538,PO-SYN-0016601,WH-33,Fed-Ex,Ocean,2025-01-31,2025-02-15,2025-02-21,5286.54,1675.98,USD,Delivered
SHP-0008539,PO-SYN-0005907,WH-25,Fed-Ex,Ocean,2025-09-24,2025-10-09,N/A,24153.09,2953.95,USD,SCHEDULED
SHP-0008540,PO-SYN-0004690,WH-34,FedEx,Air Freight,2024-09-28,2024-10-13,N/A,FREE,140.5,USD,DELAYED_WEATHER
SHP-0008541,PO-SYN-0010273,WH-41,FedEx,Ocean Freight,2025-09-04,2025-09-19,N/A,23624.45,7430.9,USD,IN_TRANSIT
SHP-0008542,PO-SYN-0010965,WH-41,FEDEX EXPRESS,Ocean,2026-01-24,2026-02-08,2026-02-11,17812.29,3264.94,USD,Delivered
SHP-0008543,PO-SYN-0006430,WH-40,MAERSK,Truck,2024-12-23,2025-01-07,N/A,18599.19,3291.96,USD,IN_TRANSIT
SHP-0008544,PO-SYN-0002285,WH-31,Maersk Line,Ocean,2025-03-09,2025-03-24,N/A,$10475.91,2631.94,USD,PORT_CUSTOMS_HOLD
SHP-0008545,PO-SYN-0013580,WH-48,FedEx,Ocean,2024-09-19,2024-10-04,N/A,4333.1,1516.15,USD,PORT_CUSTOMS_HOLD
SHP-0008546,PO-SYN-0016289,WH-26,DHL Express,Truck,2026-02-24,2026-03-11,2026-03-16,16076.84,4472.31,USD,DELIVERED
SHP-0008547,PO-SYN-0005167,WH-47,DB Schenker,Truck,2025-02-01,2025-02-16,2025-03-09,4845.48,1057.25,USD,Delivered
SHP-0008548,PO-SYN-0003894,WH-34,FEDEX EXPRESS,Air Freight,2024-05-20,2024-06-04,N/A,3427.97,1081.61,USD,SCHEDULED
SHP-0008549,PO-SYN-0006832,WH-08,MAERSK,Ocean Freight,2025-06-11,2025-06-26,2025-06-25,24304.86,7710.13,USD,DELIVERED
SHP-0008550,PO-SYN-0012840,WH-10,FedEx,Ocean Freight,2024-02-19,2024-03-05,N/A,15287.81,4063.74,USD,IN_TRANSIT
SHP-0008551,PO-SYN-0004574,WH-18,Fed-Ex,Truck,2024-11-06,2024-11-21,2024-11-17,11715.53,3885.66,USD,Delivered
SHP-0008552,PO-SYN-0006762,WH-09,MSC Logistics,Air Freight,2026-06-11,2026-06-26,2026-06-27,$3966.09,1114.7,USD,DELIVERED
SHP-0008553,PO-SYN-0002242,WH-30,Maersk Line,Ocean,2026-01-06,2026-01-21,2026-01-21,12591.68,2684.11,USD,DELIVERED
SHP-0008554,PO-SYN-0014837,WH-46,DHL,AIR,2024-09-25,2024-10-10,N/A,FREE,1704.53,USD,DELAYED_WEATHER
SHP-0008555,PO-SYN-0015555,WH-18,FedEx,Ocean,2025-06-19,2025-07-04,2025-07-20,9460.97,2652.08,USD,Delivered
SHP-0008556,PO-SYN-0012868,WH-12,MAERSK,Road Transport,2026-05-27,2026-06-11,N/A,13407.95,3358.13,USD,IN_TRANSIT
SHP-0008557,PO-SYN-0013981,WH-34,DB Schenker,Truck,2026-06-16,2026-07-01,N/A,16386.76,3054.55,USD,SCHEDULED
SHP-0008558,PO-SYN-0008711,WH-34,MAERSK,AIR,2024-08-31,2024-09-15,N/A,11756.08,3005.72,USD,IN_TRANSIT
SHP-0008559,PO-SYN-0000658,WH-15,Maersk Line,Air Freight,2025-06-18,2025-07-03,N/A,18882.69,5018.44,USD,IN_TRANSIT
SHP-0008560,PO-SYN-0007876,WH-36,DHL Express,Air Freight,2024-10-29,2024-11-13,2024-12-06,$7567.83,1715.54,USD,DELIVERED
SHP-0008561,PO-SYN-0015126,WH-17,FEDEX EXPRESS,Air Freight,2025-05-03,2025-05-18,2025-05-14,13300.8,1891.23,USD,DELIVERED
SHP-0008562,PO-SYN-0005632,WH-31,MSC Logistics,Ocean,2024-06-08,2024-06-23,N/A,806.54,148.36,USD,SCHEDULED
SHP-0008563,PO-SYN-0000092,WH-18,DHL,Road Transport,2024-08-29,2024-09-13,N/A,22126.14,4233.06,USD,DELAYED_WEATHER
SHP-0008564,PO-SYN-0005700,WH-31,FEDEX EXPRESS,Road Transport,2024-08-22,2024-09-06,2024-09-18,12551.87,2934.48,USD,Delivered
SHP-0008565,PO-SYN-0010183,WH-07,FedEx,Truck,2026-03-05,2026-03-20,N/A,2341.07,397.98,USD,IN_TRANSIT
SHP-0008566,PO-SYN-0001126,WH-50,FedEx,Truck,2026-03-09,2026-03-24,N/A,19462.33,2635.43,USD,PORT_CUSTOMS_HOLD
SHP-0008567,PO-SYN-0006816,WH-10,FEDEX EXPRESS,Road Transport,2024-02-19,2024-03-05,N/A,17343.23,2982.44,USD,SCHEDULED
SHP-0008568,PO-SYN-0012465,WH-04,Fed-Ex,AIR,2025-02-10,2025-02-25,2025-02-28,$3205.29,662.17,USD,Delivered
SHP-0008569,PO-SYN-0011503,WH-19,FedEx,Road Transport,2025-05-21,2025-06-05,N/A,8164.71,2737.51,USD,SCHEDULED
SHP-0008570,PO-SYN-0012750,WH-19,DB Schenker,Road Transport,2024-02-09,2024-02-24,N/A,21623.66,6744.44,USD,DELAYED_WEATHER
SHP-0008571,PO-SYN-0008225,WH-34,FEDEX EXPRESS,Road Transport,2024-08-19,2024-09-03,N/A,19453.76,2749.09,USD,IN_TRANSIT
SHP-0008572,PO-SYN-0018491,WH-07,DB Schenker,AIR,2026-06-08,2026-06-23,N/A,860.03,173.17,USD,IN_TRANSIT
SHP-0008573,PO-SYN-0012099,WH-17,FedEx,Road Transport,2025-07-12,2025-07-27,N/A,812.38,155.6,USD,DELAYED_WEATHER
SHP-0008574,PO-SYN-0005108,WH-50,Maersk Line,AIR,2024-12-29,2025-01-13,N/A,2754.47,939.22,USD,PORT_CUSTOMS_HOLD
SHP-0008575,PO-SYN-0018167,WH-24,Maersk Line,Road Transport,2026-01-01,2026-01-16,2025-12-27,22658.84,7174.35,USD,Delivered
SHP-0008576,PO-SYN-0001337,WH-30,Maersk Line,AIR,2025-11-08,2025-11-23,N/A,$9352.29,1584.84,USD,PORT_CUSTOMS_HOLD
SHP-0008577,PO-SYN-0010273,WH-22,DHL Express,AIR,2026-03-05,2026-03-20,N/A,4531.7,1116.35,USD,IN_TRANSIT
SHP-0008578,PO-SYN-0011140,WH-10,MAERSK,AIR,2024-10-03,2024-10-18,N/A,16105.89,4597.1,USD,DELAYED_WEATHER
SHP-0008579,PO-SYN-0005067,WH-16,FEDEX EXPRESS,Air Freight,2025-07-02,2025-07-17,N/A,23742.99,4224.81,USD,IN_TRANSIT
SHP-0008580,PO-SYN-0002972,WH-24,Fed-Ex,Truck,2024-06-01,2024-06-16,N/A,,3161.46,USD,IN_TRANSIT
SHP-0008581,PO-SYN-0017417,WH-03,FedEx,Ocean Freight,2024-10-12,2024-10-27,N/A,7883.41,2429.63,USD,IN_TRANSIT
SHP-0008582,PO-SYN-0011076,WH-14,Maersk Line,Ocean Freight,2026-01-27,2026-02-11,N/A,FREE,2648.05,USD,SCHEDULED
SHP-0008583,PO-SYN-0005305,WH-32,FEDEX EXPRESS,Ocean Freight,2025-04-20,2025-05-05,2025-05-07,16794.69,5299.56,USD,Delivered
SHP-0008584,PO-SYN-0005607,WH-34,MAERSK,Ocean Freight,2025-11-29,2025-12-14,2025-12-22,$15412.44,2967.77,USD,Delivered
SHP-0008585,PO-SYN-0003004,WH-02,DHL,AIR,2024-07-06,2024-07-21,N/A,3058.74,497.09,USD,SCHEDULED
SHP-0008586,PO-SYN-0014373,WH-31,Fed-Ex,Road Transport,2024-05-27,2024-06-11,N/A,22114.22,7199.17,USD,PORT_CUSTOMS_HOLD
SHP-0008587,PO-SYN-0014308,WH-27,MSC Logistics,Ocean,2025-01-31,2025-02-15,N/A,10657.79,2626.4,USD,DELAYED_WEATHER
SHP-0008588,PO-SYN-0002461,WH-14,MSC Logistics,Road Transport,2026-03-14,2026-03-29,N/A,23790.99,7446.45,USD,DELAYED_WEATHER
SHP-0008589,PO-SYN-0019274,WH-15,DHL Express,AIR,2026-05-19,2026-06-03,2026-06-12,16207.26,2926.23,USD,DELIVERED
SHP-0008590,PO-SYN-0014289,WH-01,Maersk Line,Road Transport,2024-07-13,2024-07-28,N/A,3755.27,982.17,USD,SCHEDULED
SHP-0008591,PO-SYN-0018458,WH-11,DHL,Truck,2024-12-06,2024-12-21,N/A,19210.71,4395.86,USD,PORT_CUSTOMS_HOLD
SHP-0008592,PO-SYN-0013981,WH-11,Maersk Line,Road Transport,2025-04-20,2025-05-05,N/A,$13776.3,4036.56,USD,IN_TRANSIT
SHP-0008593,PO-SYN-0014117,WH-18,Fed-Ex,Ocean Freight,2026-04-09,2026-04-24,N/A,15407.66,1897.82,USD,IN_TRANSIT
SHP-0008594,PO-SYN-0006572,WH-19,DB Schenker,AIR,2024-06-08,2024-06-23,2024-07-13,16525.22,2919.41,USD,Delivered
SHP-0008595,PO-SYN-0012127,WH-01,MSC Logistics,Truck,2025-06-19,2025-07-04,N/A,17266.96,3105.2,USD,DELAYED_WEATHER
SHP-0008596,PO-SYN-0016996,WH-27,FedEx,Ocean Freight,2025-01-25,2025-02-09,2025-02-18,FREE,753.53,USD,Delivered
SHP-0008597,PO-SYN-0011309,WH-27,Maersk Line,Road Transport,2024-03-28,2024-04-12,N/A,14890.75,4878.75,USD,PORT_CUSTOMS_HOLD
SHP-0008598,PO-SYN-0003558,WH-30,FedEx,Air Freight,2024-07-10,2024-07-25,N/A,2117.6,308.12,USD,IN_TRANSIT
SHP-0008599,PO-SYN-0005152,WH-21,FEDEX EXPRESS,Air Freight,2026-04-24,2026-05-09,N/A,1179.7,359.2,USD,IN_TRANSIT
SHP-0008600,PO-SYN-0012621,WH-21,Maersk Line,Truck,2025-10-02,2025-10-17,N/A,$18983.38,4324.79,USD,SCHEDULED
SHP-0008601,PO-SYN-0007885,WH-01,FEDEX EXPRESS,Truck,2025-03-23,2025-04-07,2025-05-02,8829.08,1596.69,USD,DELIVERED
SHP-0008602,PO-SYN-0016696,WH-38,DHL,Ocean Freight,2024-11-23,2024-12-08,N/A,8133.6,1540.99,USD,DELAYED_WEATHER
SHP-0008603,PO-SYN-0016120,WH-06,FedEx,Ocean Freight,2025-02-27,2025-03-14,2025-04-04,19911.75,4378.28,USD,DELIVERED
SHP-0008604,PO-SYN-0013471,WH-22,Fed-Ex,Road Transport,2024-09-26,2024-10-11,N/A,10492.28,1756.47,USD,PORT_CUSTOMS_HOLD
SHP-0008605,PO-SYN-0011396,WH-19,DB Schenker,Air Freight,2024-04-23,2024-05-08,N/A,9860.39,3418.14,USD,PORT_CUSTOMS_HOLD
SHP-0008606,PO-SYN-0017624,WH-26,MAERSK,Ocean Freight,2026-03-22,2026-04-06,2026-04-16,10947.87,3133.63,USD,Delivered
SHP-0008607,PO-SYN-0019528,WH-09,DHL Express,Ocean Freight,2026-02-25,2026-03-12,N/A,23375.25,3167.84,USD,DELAYED_WEATHER
SHP-0008608,PO-SYN-0017584,WH-42,DHL Express,AIR,2025-07-11,2025-07-26,2025-08-17,$20284.0,4841.66,USD,Delivered
SHP-0008609,PO-SYN-0018103,WH-47,FedEx,Road Transport,2026-03-20,2026-04-04,N/A,22627.83,7258.07,USD,DELAYED_WEATHER
SHP-0008610,PO-SYN-0007121,WH-23,MAERSK,Road Transport,2024-10-27,2024-11-11,N/A,FREE,5447.49,USD,DELAYED_WEATHER
SHP-0008611,PO-SYN-0000017,WH-45,MAERSK,Air Freight,2024-10-11,2024-10-26,2024-10-28,14230.2,2802.83,USD,DELIVERED
SHP-0008612,PO-SYN-0002074,WH-01,FEDEX EXPRESS,Ocean,2025-01-23,2025-02-07,2025-02-10,23686.36,8219.53,USD,Delivered
SHP-0008613,PO-SYN-0013253,WH-02,Fed-Ex,Road Transport,2025-01-19,2025-02-03,N/A,23706.04,4871.58,USD,SCHEDULED
SHP-0008614,PO-SYN-0018114,WH-50,DB Schenker,Truck,2026-06-08,2026-06-23,2026-07-02,12782.1,3065.53,USD,Delivered
SHP-0008615,PO-SYN-0008548,WH-20,MSC Logistics,AIR,2026-04-03,2026-04-18,N/A,18245.09,5181.63,USD,IN_TRANSIT
SHP-0008616,PO-SYN-0015241,WH-11,FedEx,Truck,2026-01-18,2026-02-02,2026-01-25,$10826.62,2193.33,USD,Delivered
SHP-0008617,PO-SYN-0018940,WH-22,MAERSK,Truck,2024-02-29,2024-03-15,2024-03-10,15810.02,4472.38,USD,Delivered
SHP-0008618,PO-SYN-0010565,WH-43,Fed-Ex,Ocean Freight,2024-08-27,2024-09-11,N/A,11586.16,3203.07,USD,PORT_CUSTOMS_HOLD
SHP-0008619,PO-SYN-0000955,WH-36,FEDEX EXPRESS,Road Transport,2025-05-25,2025-06-09,N/A,21535.57,5987.55,USD,SCHEDULED
SHP-0008620,PO-SYN-0003937,WH-05,DHL Express,Ocean,2025-01-13,2025-01-28,N/A,,2289.79,USD,SCHEDULED
SHP-0008621,PO-SYN-0016878,WH-06,MSC Logistics,Ocean,2024-04-23,2024-05-08,N/A,12715.79,3515.22,USD,PORT_CUSTOMS_HOLD
SHP-0008622,PO-SYN-0015494,WH-02,MSC Logistics,Ocean Freight,2026-02-15,2026-03-02,N/A,7877.2,952.76,USD,IN_TRANSIT
SHP-0008623,PO-SYN-0012676,WH-40,MAERSK,Ocean Freight,2025-07-02,2025-07-17,N/A,18840.21,5914.48,USD,DELAYED_WEATHER
SHP-0008624,PO-SYN-0015620,WH-03,Maersk Line,Road Transport,2026-05-05,2026-05-20,N/A,$23763.23,4467.75,USD,DELAYED_WEATHER
SHP-0008625,PO-SYN-0019091,WH-27,Maersk Line,Truck,2024-08-03,2024-08-18,N/A,6349.42,1540.23,USD,DELAYED_WEATHER
SHP-0008626,PO-SYN-0017340,WH-29,Maersk Line,Truck,2026-02-11,2026-02-26,N/A,5449.32,1155.46,USD,DELAYED_WEATHER
SHP-0008627,PO-SYN-0011743,WH-49,MSC Logistics,AIR,2026-03-28,2026-04-12,N/A,7590.65,2358.48,USD,SCHEDULED
SHP-0008628,PO-SYN-0012368,WH-29,DHL,Road Transport,2024-09-26,2024-10-11,2024-10-12,5609.27,1172.58,USD,DELIVERED
SHP-0008629,PO-SYN-0019602,WH-44,DHL,Truck,2025-06-12,2025-06-27,N/A,11050.02,1409.08,USD,SCHEDULED
SHP-0008630,PO-SYN-0000621,WH-24,Maersk Line,Road Transport,2025-08-30,2025-09-14,2025-09-25,21173.43,2686.99,USD,DELIVERED
SHP-0008631,PO-SYN-0007954,WH-09,DB Schenker,AIR,2025-03-12,2025-03-27,N/A,17560.4,3764.59,USD,SCHEDULED
SHP-0008632,PO-SYN-0018010,WH-45,DB Schenker,Air Freight,2025-01-14,2025-01-29,2025-02-12,$14681.71,2845.08,USD,DELIVERED
SHP-0008633,PO-SYN-0002809,WH-47,FedEx,Air Freight,2026-02-08,2026-02-23,N/A,2702.26,461.37,USD,IN_TRANSIT
SHP-0008634,PO-SYN-0016507,WH-31,FEDEX EXPRESS,Truck,2024-07-25,2024-08-09,N/A,10203.31,2331.01,USD,DELAYED_WEATHER
SHP-0008635,PO-SYN-0003197,WH-22,FEDEX EXPRESS,Truck,2025-04-13,2025-04-28,N/A,19135.56,3778.23,USD,DELAYED_WEATHER
SHP-0008636,PO-SYN-0003184,WH-31,DHL,Ocean,2025-10-18,2025-11-02,N/A,2567.85,783.11,USD,IN_TRANSIT
SHP-0008637,PO-SYN-0013113,WH-33,MAERSK,Air Freight,2025-06-16,2025-07-01,N/A,4037.38,827.15,USD,DELAYED_WEATHER
SHP-0008638,PO-SYN-0006348,WH-47,Fed-Ex,Truck,2026-03-08,2026-03-23,2026-03-19,FREE,3096.67,USD,Delivered
SHP-0008639,PO-SYN-0000506,WH-11,FEDEX EXPRESS,Air Freight,2025-01-27,2025-02-11,N/A,23865.67,7443.43,USD,IN_TRANSIT
SHP-0008640,PO-SYN-0017039,WH-41,FEDEX EXPRESS,AIR,2024-03-13,2024-03-28,N/A,$9178.71,2097.53,USD,PORT_CUSTOMS_HOLD
SHP-0008641,PO-SYN-0013017,WH-46,Maersk Line,Truck,2024-05-24,2024-06-08,N/A,10952.51,3588.12,USD,SCHEDULED
SHP-0008642,PO-SYN-0003204,WH-49,DHL Express,Ocean,2026-04-10,2026-04-25,N/A,21279.65,3059.02,USD,IN_TRANSIT
SHP-0008643,PO-SYN-0002237,WH-16,FedEx,Truck,2025-08-16,2025-08-31,N/A,1493.05,304.04,USD,DELAYED_WEATHER
SHP-0008644,PO-SYN-0003347,WH-01,MSC Logistics,Road Transport,2024-12-05,2024-12-20,2024-12-15,11670.49,3473.85,USD,Delivered
SHP-0008645,PO-SYN-0004024,WH-27,FEDEX EXPRESS,AIR,2024-08-07,2024-08-22,N/A,8122.94,1982.34,USD,PORT_CUSTOMS_HOLD
SHP-0008646,PO-SYN-0009186,WH-25,DHL,Air Freight,2026-05-15,2026-05-30,N/A,23860.26,5684.18,USD,IN_TRANSIT
SHP-0008647,PO-SYN-0008666,WH-16,MAERSK,Truck,2025-04-28,2025-05-13,N/A,20234.27,3087.17,USD,PORT_CUSTOMS_HOLD
SHP-0008648,PO-SYN-0014699,WH-08,DB Schenker,Road Transport,2024-05-15,2024-05-30,2024-06-08,$5620.2,1461.51,USD,DELIVERED
SHP-0008649,PO-SYN-0013680,WH-25,DB Schenker,Truck,2024-08-27,2024-09-11,2024-09-09,15829.65,3586.46,USD,DELIVERED
SHP-0008650,PO-SYN-0019007,WH-23,FEDEX EXPRESS,Road Transport,2024-12-12,2024-12-27,2024-12-07,18640.75,6024.65,USD,Delivered
SHP-0008651,PO-SYN-0002669,WH-40,Maersk Line,Road Transport,2025-03-07,2025-03-22,N/A,4580.35,801.7,USD,DELAYED_WEATHER
SHP-0008652,PO-SYN-0017810,WH-24,DHL Express,Ocean Freight,2025-02-27,2025-03-14,2025-03-23,FREE,6734.16,USD,DELIVERED
SHP-0008653,PO-SYN-0019710,WH-41,DHL Express,Ocean Freight,2024-05-04,2024-05-19,2024-05-10,10945.48,1726.28,USD,Delivered
SHP-0008654,PO-SYN-0004576,WH-16,DHL Express,Ocean,2026-05-10,2026-05-25,N/A,3913.56,597.14,USD,IN_TRANSIT
SHP-0008655,PO-SYN-0015373,WH-08,DHL,Air Freight,2026-01-30,2026-02-14,N/A,13187.67,1892.64,USD,PORT_CUSTOMS_HOLD
SHP-0008656,PO-SYN-0003788,WH-45,FEDEX EXPRESS,Air Freight,2025-04-27,2025-05-12,N/A,$21594.5,4360.94,USD,DELAYED_WEATHER
SHP-0008657,PO-SYN-0018526,WH-49,DHL,AIR,2024-03-17,2024-04-01,2024-03-30,657.92,210.13,USD,Delivered
SHP-0008658,PO-SYN-0009504,WH-33,Fed-Ex,Ocean,2026-03-19,2026-04-03,2026-04-18,11901.62,3817.57,USD,DELIVERED
SHP-0008659,PO-SYN-0007984,WH-18,MSC Logistics,Ocean Freight,2025-09-22,2025-10-07,2025-10-26,15890.48,3318.37,USD,Delivered
SHP-0008660,PO-SYN-0012616,WH-49,DHL,Truck,2025-01-06,2025-01-21,N/A,,5572.96,USD,DELAYED_WEATHER
SHP-0008661,PO-SYN-0007058,WH-09,Maersk Line,Ocean,2026-05-03,2026-05-18,N/A,14026.69,2742.18,USD,IN_TRANSIT
SHP-0008662,PO-SYN-0019938,WH-40,DHL,Truck,2025-01-05,2025-01-20,N/A,12412.77,3262.67,USD,SCHEDULED
SHP-0008663,PO-SYN-0013127,WH-41,DB Schenker,Air Freight,2024-04-11,2024-04-26,N/A,18131.6,3130.12,USD,SCHEDULED
SHP-0008664,PO-SYN-0009872,WH-36,FEDEX EXPRESS,Ocean Freight,2024-03-13,2024-03-28,2024-04-09,$13904.2,3541.55,USD,DELIVERED
SHP-0008665,PO-SYN-0010077,WH-16,Fed-Ex,Road Transport,2026-01-17,2026-02-01,N/A,22039.42,4601.44,USD,PORT_CUSTOMS_HOLD
SHP-0008666,PO-SYN-0015996,WH-08,DHL,Truck,2025-06-10,2025-06-25,N/A,FREE,4335.35,USD,IN_TRANSIT
SHP-0008667,PO-SYN-0016493,WH-18,FedEx,Ocean Freight,2025-11-15,2025-11-30,2025-12-22,4451.27,1468.11,USD,Delivered
SHP-0008668,PO-SYN-0012521,WH-22,MSC Logistics,AIR,2025-12-26,2026-01-10,N/A,14724.67,3089.37,USD,DELAYED_WEATHER
SHP-0008669,PO-SYN-0014912,WH-07,DHL Express,Truck,2026-04-07,2026-04-22,N/A,14902.56,2757.07,USD,IN_TRANSIT
SHP-0008670,PO-SYN-0011242,WH-41,DHL,Road Transport,2024-10-03,2024-10-18,2024-10-11,20718.37,6722.83,USD,Delivered
SHP-0008671,PO-SYN-0015385,WH-04,DHL,Air Freight,2026-01-05,2026-01-20,2026-01-20,10820.4,3783.42,USD,DELIVERED
SHP-0008672,PO-SYN-0008881,WH-04,FedEx,Ocean,2024-04-08,2024-04-23,N/A,$22435.36,7286.2,USD,IN_TRANSIT
SHP-0008673,PO-SYN-0017218,WH-26,Fed-Ex,Ocean Freight,2026-04-16,2026-05-01,N/A,17911.22,2421.64,USD,SCHEDULED
