ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0005693,PO-SYN-0008114,WH-33,DHL,Ocean Freight,30-09-2025,15-10-2025,21-10-2025,3046.71,USD,Delayed_Weather,11439.61
SHP-0005694,PO-SYN-0000147,WH-39,MSC Logistics,Truck,17-09-2025,02-10-2025,07-10-2025,1492.78,USD,In_Transit,9382.36
SHP-0005695,PO-SYN-0011451,WH-03,DB Schenker,Air Freight,23-10-2024,07-11-2024,14-11-2024,2820.85,USD,Port_Customs_Hold,8186.5
SHP-0005696,PO-SYN-0003724,WH-08,DB Schenker,Truck,27-10-2024,11-11-2024,06-12-2024,1507.13,USD,Delivered,5456.39
SHP-0005697,PO-SYN-0004213,WH-19,FedEx,Air Freight,02-05-2025,17-05-2025,19-05-2025,1003.68,USD,In_Transit,3148.03
SHP-0005698,PO-SYN-0017127,WH-02,DHL,Ocean Freight,19-04-2025,04-05-2025,06-05-2025,3355.12,USD,Port_Customs_Hold,0
SHP-0005699,PO-SYN-0008270,WH-37,MSC Logistics,Ocean Freight,18-04-2026,03-05-2026,14-05-2026,4571.01,USD,In_Transit,15179.89
SHP-0005700,PO-SYN-0010967,WH-48,DB Schenker,Truck,27-10-2025,11-11-2025,17-11-2025,3568.45,USD,Port_Customs_Hold,6152.255
SHP-0005701,PO-SYN-0013952,WH-01,MSC Logistics,Truck,15-02-2026,02-03-2026,07-03-2026,1054.19,USD,Delayed_Weather,4306.68
SHP-0005702,PO-SYN-0010952,WH-38,MSC Logistics,Road Transport,27-07-2024,11-08-2024,19-08-2024,5042.91,USD,Delivered,21094.29
SHP-0005703,PO-SYN-0012258,WH-17,DB Schenker,Road Transport,30-10-2025,14-11-2025,12-11-2025,3836.92,USD,Scheduled,18210.29
SHP-0005704,PO-SYN-0010204,WH-43,MSC Logistics,Air Freight,17-07-2025,01-08-2025,07-08-2025,4388.95,USD,Delayed_Weather,21328.64
SHP-0005705,PO-SYN-0008939,WH-26,MSC Logistics,Truck,23-09-2024,08-10-2024,14-10-2024,4582.68,USD,In_Transit,19512.45
SHP-0005706,PO-SYN-0018572,WH-44,Maersk Line,Truck,05-07-2025,20-07-2025,31-07-2025,3760.23,USD,Scheduled,18772.35
SHP-0005707,PO-SYN-0019515,WH-12,FedEx,Truck,20-04-2026,05-05-2026,14-05-2026,580.72,USD,Scheduled,3331.76
SHP-0005708,PO-SYN-0009826,WH-23,DHL Express,Ocean Freight,27-09-2024,12-10-2024,14-10-2024,1821.55,USD,Delivered,8608.96
SHP-0005709,PO-SYN-0010006,WH-31,Maersk,Air Freight,15-11-2024,30-11-2024,01-12-2024,1935.41,USD,In_Transit,7821.59
SHP-0005710,PO-SYN-0016819,WH-38,DHL Express,Ocean Freight,14-07-2025,29-07-2025,20-08-2025,1722.22,USD,Delivered,7669.26
SHP-0005711,PO-SYN-0005965,WH-11,DB Schenker,Ocean Freight,24-09-2024,09-10-2024,07-10-2024,4463.66,USD,Delivered,24392.45
SHP-0005712,PO-SYN-0012059,WH-04,Maersk,Truck,05-04-2026,20-04-2026,22-04-2026,2838.25,USD,Scheduled,13758.74
SHP-0005713,PO-SYN-0003360,WH-42,Maersk Line,Ocean Freight,11-01-2025,26-01-2025,06-02-2025,4500.28,USD,Port_Customs_Hold,23454.62
SHP-0005714,PO-SYN-0001448,WH-13,Maersk Line,Truck,20-04-2024,05-05-2024,16-05-2024,5453.59,USD,Delivered,17944.33
SHP-0005715,PO-SYN-0003857,WH-08,MSC Logistics,Ocean Freight,11-04-2026,26-04-2026,05-05-2026,4998.67,USD,Delayed_Weather,17178.72
SHP-0005716,PO-SYN-0014503,WH-23,DHL Express,Ocean Freight,08-05-2025,23-05-2025,30-05-2025,2444.45,USD,Port_Customs_Hold,7934.87
SHP-0005717,PO-SYN-0007252,WH-05,MSC Logistics,Truck,28-08-2025,12-09-2025,23-09-2025,5459.32,USD,Delivered,23479.26
SHP-0005718,PO-SYN-0008603,WH-26,FedEx,Air Freight,15-04-2024,30-04-2024,07-05-2024,2794.55,USD,In_Transit,16436.39
SHP-0005719,PO-SYN-0009404,WH-31,Maersk Line,Truck,26-05-2024,10-06-2024,31-05-2024,1459.02,USD,Delivered,5175.92
SHP-0005720,PO-SYN-0015688,WH-39,DHL,Ocean Freight,26-07-2025,10-08-2025,09-08-2025,6781.45,USD,Scheduled,24488.43
SHP-0005721,PO-SYN-0010593,WH-39,FedEx,Truck,10-06-2025,25-06-2025,20-07-2025,3153.61,USD,Delivered,18694.65
SHP-0005722,PO-SYN-0019125,WH-08,FedEx Express,Air Freight,14-02-2026,01-03-2026,01-03-2026,5311.15,USD,Delayed_Weather,18485.74
SHP-0005723,PO-SYN-0015818,WH-36,MSC Logistics,Air Freight,27-02-2026,14-03-2026,05-03-2026,4939.59,USD,Delivered,19274.66
SHP-0005724,PO-SYN-0008397,WH-34,DHL,Air Freight,09-07-2024,24-07-2024,30-07-2024,248.44,USD,In_Transit,1332.93
SHP-0005725,PO-SYN-0002848,WH-30,DHL Express,Road Transport,14-03-2025,29-03-2025,28-03-2025,7166.6,USD,In_Transit,20855.37
SHP-0005726,PO-SYN-0016384,WH-30,Maersk Line,Ocean Freight,21-03-2025,05-04-2025,07-04-2025,433.52,USD,Delayed_Weather,0
SHP-0005727,PO-SYN-0012192,WH-02,Maersk,Air Freight,02-03-2024,17-03-2024,22-03-2024,3848.58,USD,Port_Customs_Hold,12944.31
SHP-0005728,PO-SYN-0003307,WH-30,FedEx Express,Air Freight,08-10-2025,23-10-2025,25-10-2025,4833.45,USD,Delivered,13989.62
SHP-0005729,PO-SYN-0000301,WH-25,FedEx,Ocean Freight,12-10-2024,27-10-2024,03-11-2024,1196.69,USD,In_Transit,5151.8
SHP-0005730,PO-SYN-0013194,WH-09,FedEx,Ocean Freight,28-03-2026,12-04-2026,13-04-2026,3225.74,USD,Delayed_Weather,16162.04
SHP-0005731,PO-SYN-0010300,WH-26,DB Schenker,Truck,19-02-2026,06-03-2026,08-03-2026,1248.23,USD,In_Transit,8788.12
SHP-0005732,PO-SYN-0009833,WH-48,DHL,Ocean Freight,14-10-2025,29-10-2025,02-11-2025,1587.28,USD,Delivered,6517.79
SHP-0005733,PO-SYN-0001777,WH-21,DHL Express,Air Freight,07-06-2025,22-06-2025,22-06-2025,4353.04,USD,In_Transit,23931.22
SHP-0005734,PO-SYN-0005111,WH-25,DB Schenker,Ocean Freight,08-07-2025,23-07-2025,31-07-2025,2652.6,USD,Scheduled,19663.14
SHP-0005735,PO-SYN-0013334,WH-02,DHL,Truck,01-01-2025,16-01-2025,25-01-2025,3451.54,USD,In_Transit,19056.71
SHP-0005736,PO-SYN-0015758,WH-48,MSC Logistics,Air Freight,18-05-2025,02-06-2025,01-06-2025,2299.91,USD,Port_Customs_Hold,8322.17
SHP-0005737,PO-SYN-0007424,WH-45,Maersk,Truck,11-10-2025,26-10-2025,20-10-2025,3512.51,USD,Delivered,18292.14
SHP-0005738,PO-SYN-0002317,WH-21,MSC Logistics,Road Transport,03-09-2025,18-09-2025,19-09-2025,1752.27,USD,Port_Customs_Hold,10412.85
SHP-0005739,PO-SYN-0017134,WH-14,DHL Express,Ocean Freight,08-05-2025,23-05-2025,22-05-2025,3654.49,USD,In_Transit,11561.3
SHP-0005740,PO-SYN-0003009,WH-16,FedEx,Air Freight,23-04-2025,08-05-2025,14-05-2025,2436.07,USD,Port_Customs_Hold,0
SHP-0005741,PO-SYN-0017175,WH-16,FedEx,Air Freight,11-03-2024,26-03-2024,31-03-2024,1284.74,USD,Delayed_Weather,4942.39
SHP-0005742,PO-SYN-0019585,WH-25,DHL,Road Transport,20-08-2024,04-09-2024,08-09-2024,2241.31,USD,Port_Customs_Hold,12555.73
SHP-0005743,PO-SYN-0019028,WH-13,FedEx,Air Freight,09-04-2025,24-04-2025,22-04-2025,2458.17,USD,In_Transit,18850.44
SHP-0005744,PO-SYN-0016283,WH-38,Maersk Line,Air Freight,08-06-2026,23-06-2026,03-07-2026,2642.78,USD,In_Transit,11299.08
SHP-0005745,PO-SYN-0001861,WH-40,MSC Logistics,Ocean Freight,09-09-2025,24-09-2025,21-09-2025,2390.45,USD,Delivered,11257.31
SHP-0005746,PO-SYN-0014469,WH-45,DHL,Air Freight,11-07-2025,26-07-2025,19-08-2025,2525.43,USD,Delivered,14990.37
SHP-0005747,PO-SYN-0012162,WH-24,MSC Logistics,Ocean Freight,24-03-2025,08-04-2025,20-04-2025,207.95,USD,Delivered,1408.16
SHP-0005748,PO-SYN-0014469,WH-45,Maersk,Road Transport,20-06-2024,05-07-2024,12-07-2024,79.06,USD,In_Transit,551.55
SHP-0005749,PO-SYN-0018889,WH-35,FedEx,Air Freight,21-01-2025,05-02-2025,08-02-2025,2234.46,USD,In_Transit,9639.76
SHP-0005750,PO-SYN-0012843,WH-26,Maersk,Road Transport,09-06-2026,24-06-2026,04-07-2026,4638.33,USD,Delayed_Weather,15389.09
SHP-0005751,PO-SYN-0015249,WH-12,Maersk,Air Freight,09-11-2025,24-11-2025,28-11-2025,2902.89,USD,Delayed_Weather,14466.12
SHP-0005752,PO-SYN-0013253,WH-40,MSC Logistics,Road Transport,15-11-2024,30-11-2024,06-12-2024,3542.79,USD,Scheduled,18548.13
SHP-0005753,PO-SYN-0007493,WH-50,FedEx,Road Transport,13-05-2024,28-05-2024,16-05-2024,4730.85,USD,Delivered,21405.41
SHP-0005754,PO-SYN-0012237,WH-21,DB Schenker,Truck,19-12-2024,03-01-2025,14-01-2025,2871.54,USD,In_Transit,0
SHP-0005755,PO-SYN-0017243,WH-27,Maersk,Ocean Freight,26-09-2025,11-10-2025,11-10-2025,1917.08,USD,Scheduled,5974.21
SHP-0005756,PO-SYN-0001443,WH-17,MSC Logistics,Road Transport,07-04-2024,22-04-2024,26-04-2024,3424.82,USD,Scheduled,11141.72
SHP-0005757,PO-SYN-0001508,WH-14,DHL Express,Air Freight,03-02-2026,18-02-2026,27-02-2026,2465.81,USD,In_Transit,15021.05
SHP-0005758,PO-SYN-0001147,WH-50,DB Schenker,Road Transport,07-10-2024,22-10-2024,31-10-2024,162.88,USD,In_Transit,793.96
SHP-0005759,PO-SYN-0005349,WH-50,DB Schenker,Ocean Freight,21-08-2025,05-09-2025,16-09-2025,2441.5,USD,Delivered,14268.1
SHP-0005760,PO-SYN-0017953,WH-06,DHL,Air Freight,02-03-2024,17-03-2024,01-04-2024,6057.06,USD,Delivered,21581.6
SHP-0005761,PO-SYN-0000232,WH-06,MSC Logistics,Road Transport,26-04-2026,11-05-2026,21-05-2026,1025.89,USD,Scheduled,3455.36
SHP-0005762,PO-SYN-0001818,WH-04,Maersk,Air Freight,14-09-2024,29-09-2024,09-10-2024,1894.14,USD,Delivered,5457.89
SHP-0005763,PO-SYN-0016816,WH-02,MSC Logistics,Ocean Freight,07-02-2024,22-02-2024,27-02-2024,4993.92,USD,Delayed_Weather,14802.49
SHP-0005764,PO-SYN-0010079,WH-12,FedEx,Ocean Freight,24-06-2024,09-07-2024,06-07-2024,956.77,USD,Delivered,7270.26
SHP-0005765,PO-SYN-0015909,WH-29,Maersk Line,Air Freight,04-11-2025,19-11-2025,12-11-2025,1286.06,USD,Delivered,8025.43
SHP-0005766,PO-SYN-0006468,WH-09,DHL Express,Air Freight,22-07-2024,06-08-2024,12-08-2024,6513.76,USD,Delivered,23519.72
SHP-0005767,PO-SYN-0008994,WH-23,DHL,Air Freight,03-06-2026,18-06-2026,29-06-2026,1927.35,USD,In_Transit,13459.71
SHP-0005768,PO-SYN-0018038,WH-18,FedEx Express,Truck,13-05-2026,28-05-2026,08-06-2026,2178.39,USD,Scheduled,17832.86
SHP-0005769,PO-SYN-0000026,WH-42,Maersk,Truck,16-03-2024,31-03-2024,25-03-2024,4059.61,USD,Delivered,16702.32
SHP-0005770,PO-SYN-0003774,WH-19,Maersk,Ocean Freight,07-05-2024,22-05-2024,27-05-2024,1190.63,USD,In_Transit,4412.71
SHP-0005771,PO-SYN-0015936,WH-28,Maersk,Air Freight,15-09-2024,30-09-2024,01-10-2024,2345.04,USD,Scheduled,15805.31
SHP-0005772,PO-SYN-0001729,WH-22,DHL,Ocean Freight,16-02-2025,03-03-2025,24-02-2025,2984.78,USD,Delivered,13130.31
SHP-0005773,PO-SYN-0018113,WH-01,FedEx,Truck,07-09-2024,22-09-2024,10-09-2024,1024.86,USD,Delivered,6024.09
SHP-0005774,PO-SYN-0016071,WH-15,DHL,Ocean Freight,27-04-2024,12-05-2024,06-06-2024,7131.88,USD,Delivered,21428.98
SHP-0005775,PO-SYN-0003994,WH-48,Maersk Line,Air Freight,02-05-2024,17-05-2024,27-04-2024,2997.63,USD,Delivered,10738.15
SHP-0005776,PO-SYN-0009567,WH-42,Maersk Line,Ocean Freight,18-04-2024,03-05-2024,05-05-2024,5137.89,USD,Port_Customs_Hold,15528.57
SHP-0005777,PO-SYN-0018891,WH-48,Maersk Line,Truck,27-11-2024,12-12-2024,18-12-2024,3418.99,USD,Scheduled,16248.19
SHP-0005778,PO-SYN-0003613,WH-13,MSC Logistics,Road Transport,18-11-2025,03-12-2025,04-12-2025,2608.02,USD,Port_Customs_Hold,9842.09
SHP-0005779,PO-SYN-0014140,WH-04,FedEx,Air Freight,24-02-2025,11-03-2025,02-04-2025,1621.37,USD,Delivered,11718.24
SHP-0005780,PO-SYN-0004175,WH-23,Maersk Line,Ocean Freight,18-11-2024,03-12-2024,13-12-2024,2171.83,USD,Port_Customs_Hold,6152.255
SHP-0005781,PO-SYN-0008291,WH-11,DB Schenker,Air Freight,30-06-2024,15-07-2024,19-07-2024,2015.05,USD,Scheduled,8491.07
SHP-0005782,PO-SYN-0005086,WH-28,FedEx Express,Truck,31-03-2024,15-04-2024,04-05-2024,1856.58,USD,Delivered,0
SHP-0005783,PO-SYN-0003686,WH-39,DB Schenker,Air Freight,25-10-2024,09-11-2024,18-11-2024,3322.32,USD,Delayed_Weather,18232.29
SHP-0005784,PO-SYN-0015699,WH-40,FedEx,Truck,03-04-2026,18-04-2026,04-05-2026,456.05,USD,Delivered,3177.86
SHP-0005785,PO-SYN-0001133,WH-19,Maersk,Road Transport,17-10-2024,01-11-2024,31-10-2024,3889,USD,Delayed_Weather,14111.53
SHP-0005786,PO-SYN-0018040,WH-25,FedEx Express,Road Transport,16-06-2025,01-07-2025,04-07-2025,4367.43,USD,Delayed_Weather,22215.3
SHP-0005787,PO-SYN-0018609,WH-41,FedEx,Air Freight,09-05-2024,24-05-2024,03-06-2024,1270.31,USD,Port_Customs_Hold,4308.22
SHP-0005788,PO-SYN-0013623,WH-12,DHL,Ocean Freight,16-02-2025,03-03-2025,01-03-2025,4446.86,USD,Port_Customs_Hold,23072.34
SHP-0005789,PO-SYN-0017279,WH-11,DHL,Truck,16-12-2024,31-12-2024,29-12-2024,3063.91,USD,Port_Customs_Hold,10329.33
SHP-0005790,PO-SYN-0009001,WH-25,FedEx,Air Freight,18-09-2024,03-10-2024,13-10-2024,4000.62,USD,Delivered,15761.06
SHP-0005791,PO-SYN-0001023,WH-22,FedEx Express,Ocean Freight,24-12-2024,08-01-2025,03-01-2025,2194.52,USD,Delivered,7298.77
SHP-0005792,PO-SYN-0001280,WH-13,DB Schenker,Air Freight,04-10-2025,19-10-2025,18-10-2025,578.57,USD,Port_Customs_Hold,4719.96
SHP-0005793,PO-SYN-0007305,WH-05,DB Schenker,Ocean Freight,21-07-2024,05-08-2024,10-08-2024,4365.34,USD,Port_Customs_Hold,12763.17
SHP-0005794,PO-SYN-0010276,WH-16,FedEx Express,Truck,24-06-2024,09-07-2024,09-07-2024,2747.42,USD,Delivered,8331.02
SHP-0005795,PO-SYN-0009426,WH-18,DB Schenker,Road Transport,28-01-2025,12-02-2025,17-02-2025,5327.81,USD,Delivered,18975.49
SHP-0005796,PO-SYN-0007105,WH-22,Maersk Line,Ocean Freight,20-03-2026,04-04-2026,29-04-2026,2514.36,USD,Delivered,0
SHP-0005797,PO-SYN-0007086,WH-09,FedEx Express,Air Freight,09-06-2026,24-06-2026,30-06-2026,4824.28,USD,Scheduled,18861.65
SHP-0005798,PO-SYN-0011396,WH-04,Maersk Line,Air Freight,24-02-2025,11-03-2025,28-02-2025,3015.07,USD,Delivered,9043.64
SHP-0005799,PO-SYN-0016944,WH-25,FedEx Express,Ocean Freight,12-11-2024,27-11-2024,26-11-2024,2800.99,USD,Delivered,20672.21
SHP-0005800,PO-SYN-0000904,WH-30,DB Schenker,Air Freight,20-01-2025,04-02-2025,07-02-2025,898.52,USD,Port_Customs_Hold,4580.63
SHP-0005801,PO-SYN-0001132,WH-23,FedEx,Road Transport,23-05-2026,07-06-2026,31-05-2026,2239.97,USD,Delivered,9126.22
SHP-0005802,PO-SYN-0008027,WH-31,DHL Express,Road Transport,06-02-2026,21-02-2026,20-02-2026,4995.62,USD,In_Transit,15477.97
SHP-0005803,PO-SYN-0015831,WH-48,FedEx Express,Air Freight,29-05-2024,13-06-2024,21-06-2024,6914.22,USD,Scheduled,24446.21
SHP-0005804,PO-SYN-0003155,WH-21,FedEx,Air Freight,27-11-2024,12-12-2024,14-12-2024,4934.46,USD,Delayed_Weather,21936.42
SHP-0005805,PO-SYN-0011147,WH-21,DHL,Air Freight,16-05-2024,31-05-2024,05-06-2024,628.73,USD,In_Transit,1901.2
SHP-0005806,PO-SYN-0003027,WH-19,FedEx,Truck,21-10-2025,05-11-2025,07-11-2025,1095.23,USD,Delivered,3950.6
SHP-0005807,PO-SYN-0001615,WH-47,FedEx,Air Freight,09-04-2026,24-04-2026,22-04-2026,1322.95,USD,Port_Customs_Hold,5302.9
SHP-0005808,PO-SYN-0001883,WH-23,Maersk Line,Ocean Freight,26-01-2025,10-02-2025,14-02-2025,3224.32,USD,Delayed_Weather,23681.44
SHP-0005809,PO-SYN-0010851,WH-48,DB Schenker,Truck,24-07-2024,08-08-2024,10-08-2024,2320.73,USD,Scheduled,7371.92
SHP-0005810,PO-SYN-0008442,WH-44,FedEx,Air Freight,18-03-2025,02-04-2025,27-04-2025,4582.49,USD,Delivered,0
SHP-0005811,PO-SYN-0008543,WH-24,Maersk,Road Transport,08-03-2026,23-03-2026,31-03-2026,841.64,USD,In_Transit,4063.47
SHP-0005812,PO-SYN-0005404,WH-25,Maersk,Truck,02-07-2024,17-07-2024,12-07-2024,1436.89,USD,Delivered,8826.3
SHP-0005813,PO-SYN-0003231,WH-04,FedEx Express,Ocean Freight,21-07-2024,05-08-2024,06-08-2024,3734.23,USD,Delivered,14308.5
SHP-0005814,PO-SYN-0015926,WH-37,MSC Logistics,Ocean Freight,28-02-2024,14-03-2024,18-03-2024,3145.95,USD,Delivered,16421.21
SHP-0005815,PO-SYN-0001057,WH-40,FedEx,Truck,20-04-2024,05-05-2024,12-05-2024,4088.47,USD,Port_Customs_Hold,24377.81
SHP-0005816,PO-SYN-0018515,WH-12,FedEx,Air Freight,14-11-2024,29-11-2024,09-12-2024,2714.14,USD,Scheduled,8175.6
SHP-0005817,PO-SYN-0008934,WH-40,FedEx Express,Air Freight,14-05-2025,29-05-2025,29-05-2025,1037.59,USD,Scheduled,7341.96
SHP-0005818,PO-SYN-0005942,WH-01,FedEx,Air Freight,10-09-2024,25-09-2024,26-09-2024,4134.94,USD,Delivered,12670.56
SHP-0005819,PO-SYN-0019804,WH-11,DB Schenker,Air Freight,04-02-2025,19-02-2025,18-02-2025,3153.46,USD,Scheduled,11396.23
SHP-0005820,PO-SYN-0009487,WH-45,FedEx,Ocean Freight,19-02-2024,05-03-2024,16-03-2024,4064.89,USD,Port_Customs_Hold,6152.255
SHP-0005821,PO-SYN-0008422,WH-16,FedEx,Ocean Freight,31-08-2025,15-09-2025,30-09-2025,1939.02,USD,Delivered,10513.06
SHP-0005822,PO-SYN-0001537,WH-09,Maersk Line,Air Freight,17-12-2025,01-01-2026,07-01-2026,472.56,USD,Port_Customs_Hold,1523.41
SHP-0005823,PO-SYN-0019664,WH-20,DB Schenker,Air Freight,06-10-2024,21-10-2024,23-10-2024,593.65,USD,Delayed_Weather,2142.93
SHP-0005824,PO-SYN-0014383,WH-13,FedEx,Truck,16-12-2025,31-12-2025,15-01-2026,615.99,USD,Delivered,1899.26
SHP-0005825,PO-SYN-0017033,WH-28,DB Schenker,Ocean Freight,01-06-2026,16-06-2026,27-05-2026,1867.76,USD,Delivered,9393.24
SHP-0005826,PO-SYN-0016089,WH-36,FedEx,Air Freight,14-12-2025,29-12-2025,17-01-2026,4028.32,USD,Delivered,11627.16
SHP-0005827,PO-SYN-0005861,WH-08,FedEx Express,Truck,24-07-2024,08-08-2024,07-08-2024,3980.94,USD,Scheduled,14619.84
SHP-0005828,PO-SYN-0017366,WH-34,FedEx,Air Freight,22-04-2026,07-05-2026,05-05-2026,2373.56,USD,Delayed_Weather,6848.23
SHP-0005829,PO-SYN-0005256,WH-23,FedEx Express,Truck,22-06-2024,07-07-2024,18-07-2024,1459.12,USD,Delayed_Weather,4767.02
SHP-0005830,PO-SYN-0010574,WH-01,DHL,Ocean Freight,04-05-2024,19-05-2024,15-05-2024,3949.63,USD,Delivered,11990.3
SHP-0005831,PO-SYN-0017221,WH-20,FedEx,Road Transport,07-05-2026,22-05-2026,27-05-2026,1368.09,USD,Delivered,9181.24
SHP-0005832,PO-SYN-0013883,WH-37,DHL,Ocean Freight,08-10-2024,23-10-2024,21-10-2024,846.28,USD,Scheduled,2856.67
SHP-0005833,PO-SYN-0004637,WH-28,DHL,Air Freight,20-09-2025,05-10-2025,16-10-2025,4453.72,USD,Scheduled,15782.59
SHP-0005834,PO-SYN-0002459,WH-39,FedEx,Ocean Freight,09-12-2025,24-12-2025,20-12-2025,3121.65,USD,Delivered,10949.31
SHP-0005835,PO-SYN-0006055,WH-13,MSC Logistics,Air Freight,03-05-2026,18-05-2026,29-05-2026,1652.28,USD,Delivered,7232.83
SHP-0005836,PO-SYN-0002602,WH-20,DHL,Road Transport,06-04-2026,21-04-2026,20-04-2026,2822.58,USD,Delivered,19519.33
SHP-0005837,PO-SYN-0010860,WH-32,DB Schenker,Ocean Freight,29-08-2024,13-09-2024,15-09-2024,1198.18,USD,Delayed_Weather,6190.24
SHP-0005838,PO-SYN-0000625,WH-38,FedEx Express,Air Freight,13-07-2025,28-07-2025,04-08-2025,1036.05,USD,Delayed_Weather,0
SHP-0005839,PO-SYN-0005507,WH-03,FedEx,Air Freight,29-04-2026,14-05-2026,18-05-2026,1842.48,USD,In_Transit,6830.85
SHP-0005840,PO-SYN-0019589,WH-11,FedEx,Air Freight,17-07-2025,01-08-2025,26-08-2025,2683.29,USD,Delivered,8416.89
SHP-0005841,PO-SYN-0018349,WH-21,DHL Express,Road Transport,08-08-2025,23-08-2025,28-08-2025,4753.69,USD,Delayed_Weather,17315.79
SHP-0005842,PO-SYN-0001497,WH-22,Maersk Line,Road Transport,30-12-2024,14-01-2025,25-01-2025,2964.64,USD,Port_Customs_Hold,17005.53
SHP-0005843,PO-SYN-0013642,WH-08,Maersk Line,Truck,29-12-2024,13-01-2025,26-01-2025,3342.3,USD,Delivered,21682.6
SHP-0005844,PO-SYN-0005407,WH-38,DHL,Ocean Freight,25-03-2024,09-04-2024,13-04-2024,2811.25,USD,Delayed_Weather,12926.34
SHP-0005845,PO-SYN-0018691,WH-22,DHL Express,Ocean Freight,20-11-2025,05-12-2025,15-12-2025,1810.72,USD,Port_Customs_Hold,12013.12
SHP-0005846,PO-SYN-0000920,WH-34,MSC Logistics,Ocean Freight,19-10-2024,03-11-2024,07-11-2024,5165.96,USD,Scheduled,15420.23
SHP-0005847,PO-SYN-0018868,WH-12,Maersk Line,Air Freight,07-07-2024,22-07-2024,21-07-2024,984.34,USD,Delayed_Weather,2902.48
SHP-0005848,PO-SYN-0019878,WH-02,DHL,Ocean Freight,07-04-2026,22-04-2026,30-04-2026,3619.06,USD,Delayed_Weather,15790
SHP-0005849,PO-SYN-0003242,WH-28,MSC Logistics,Ocean Freight,02-09-2025,17-09-2025,28-09-2025,6616.13,USD,Delivered,21585.1
SHP-0005850,PO-SYN-0019347,WH-01,FedEx,Ocean Freight,08-06-2026,23-06-2026,22-06-2026,262.12,USD,In_Transit,1498.08
SHP-0005851,PO-SYN-0004216,WH-08,DHL,Air Freight,05-05-2024,20-05-2024,18-05-2024,201.47,USD,Delayed_Weather,1369.54
SHP-0005852,PO-SYN-0015767,WH-25,FedEx,Air Freight,08-12-2024,23-12-2024,30-12-2024,2584.47,USD,Delayed_Weather,0
SHP-0005853,PO-SYN-0014438,WH-47,Maersk Line,Ocean Freight,02-12-2024,17-12-2024,24-12-2024,3656.7,USD,Scheduled,22646.85
SHP-0005854,PO-SYN-0007755,WH-03,FedEx,Air Freight,13-05-2024,28-05-2024,01-06-2024,299.37,USD,In_Transit,1653.55
SHP-0005855,PO-SYN-0018623,WH-05,DHL,Truck,06-11-2024,21-11-2024,27-11-2024,1492.34,USD,Scheduled,8046.43
SHP-0005856,PO-SYN-0000552,WH-33,DHL Express,Road Transport,01-07-2024,16-07-2024,15-07-2024,2132.81,USD,In_Transit,11568.71
SHP-0005857,PO-SYN-0001499,WH-01,FedEx Express,Truck,31-07-2025,15-08-2025,24-08-2025,5511.41,USD,Scheduled,17004.81
SHP-0005858,PO-SYN-0000748,WH-19,MSC Logistics,Ocean Freight,17-02-2025,04-03-2025,09-03-2025,389.51,USD,In_Transit,2470.67
SHP-0005859,PO-SYN-0008097,WH-10,DB Schenker,Ocean Freight,25-05-2026,09-06-2026,18-06-2026,3383.79,USD,In_Transit,12927.84
SHP-0005860,PO-SYN-0006332,WH-33,FedEx,Air Freight,09-02-2026,24-02-2026,16-03-2026,3127.66,USD,Delivered,6152.255
SHP-0005861,PO-SYN-0012961,WH-16,FedEx,Air Freight,29-03-2026,13-04-2026,22-04-2026,2489.09,USD,Delivered,20284.7
SHP-0005862,PO-SYN-0010701,WH-47,FedEx,Truck,28-06-2024,13-07-2024,23-07-2024,4051.36,USD,Delayed_Weather,22391.83
SHP-0005863,PO-SYN-0008545,WH-08,DB Schenker,Ocean Freight,07-11-2024,22-11-2024,07-12-2024,313.08,USD,Delivered,1804.91
SHP-0005864,PO-SYN-0009333,WH-26,MSC Logistics,Air Freight,16-02-2024,02-03-2024,11-03-2024,1123.11,USD,In_Transit,8869.88
SHP-0005865,PO-SYN-0006338,WH-19,Maersk Line,Ocean Freight,28-03-2025,12-04-2025,23-04-2025,8370.37,USD,Port_Customs_Hold,23941.94
SHP-0005866,PO-SYN-0016306,WH-15,Maersk Line,Truck,20-04-2025,05-05-2025,29-05-2025,679.81,USD,Delivered,0
SHP-0005867,PO-SYN-0010014,WH-48,Maersk Line,Ocean Freight,05-03-2026,20-03-2026,29-03-2026,5836.54,USD,In_Transit,19645.41
SHP-0005868,PO-SYN-0012509,WH-12,FedEx Express,Truck,10-09-2025,25-09-2025,02-10-2025,4301.49,USD,In_Transit,19929.55
SHP-0005869,PO-SYN-0016790,WH-25,FedEx Express,Air Freight,19-03-2026,03-04-2026,02-04-2026,980.36,USD,Delivered,6002.74
SHP-0005870,PO-SYN-0008231,WH-19,DHL,Air Freight,12-09-2025,27-09-2025,26-09-2025,1463.04,USD,Delivered,7707.34
SHP-0005871,PO-SYN-0007489,WH-07,DHL Express,Air Freight,02-04-2026,17-04-2026,23-04-2026,1760.79,USD,Delayed_Weather,5954.08
SHP-0005872,PO-SYN-0011648,WH-30,FedEx,Air Freight,15-10-2025,30-10-2025,01-11-2025,502.78,USD,Delayed_Weather,2272.81
